Copyright 1986-2016 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------
| Tool Version : Vivado v.2016.2 (lin64) Build 1577090 Thu Jun  2 16:32:35 MDT 2016
| Date         : Wed Nov 18 21:11:01 2020
| Host         : umma running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_cdc -details -verbose -file ./Impl/TopDown/top-post-link-cdc.txt
| Design       : mkPcieTop
| Device       : 7vx485t-ffg1761
| Speed File   : -2  PRODUCTION 1.12 2014-09-11
-----------------------------------------------------------------------------------------

CDC Report

ID      Severity  Count  Description
------  --------  -----  ----------------------------------------------
CDC-1   Critical      2  1-bit unknown CDC circuitry
CDC-3   Info         92  1-bit synchronized with ASYNC_REG property
CDC-7   Critical     11  Asynchronous reset unknown CDC circuitry
CDC-15  Warning     521  Clock enable controlled CDC structure detected

Source Clock: userclk2
Destination Clock: clkgen_pll_CLKOUT0
CDC Type: Safely Timed

Row  ID     Severity  Description                  Depth  Exception                Source (From)                                                Destination (To)
---  -----  --------  ---------------------------  -----  -----------------------  -----------------------------------------------------------  --------------------------------------------------
  1  CDC-1  Critical  1-bit unknown CDC circuitry      0  Max Delay Datapath Only  host_pcieHostTop_ep7/pcie_ep/inst/inst/user_reset_out_reg/C  host_pcieHostTop_ep7/derivedReset/reset_meta_reg/D

Source Clock: userclk2
Destination Clock: clkgen_pll_CLKOUT1
CDC Type: Safely Timed

Row  ID      Severity  Description                                     Depth  Exception                Source (From)                                                                Destination (To)
---  ------  --------  ----------------------------------------------  -----  -----------------------  ---------------------------------------------------------------------------  ----------------------------------------------------------------------------
  1  CDC-3   Info      1-bit synchronized with ASYNC_REG property          2  Max Delay Datapath Only  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/dGDeqPtr_reg[1]/C  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/sSyncReg1_reg[0]/D
  2  CDC-3   Info      1-bit synchronized with ASYNC_REG property          2  Max Delay Datapath Only  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/dGDeqPtr_reg[2]/C  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/sSyncReg1_reg[1]/D
  3  CDC-3   Info      1-bit synchronized with ASYNC_REG property          2  Max Delay Datapath Only  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/dGDeqPtr_reg[3]/C  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/sSyncReg1_reg[2]/D
  4  CDC-3   Info      1-bit synchronized with ASYNC_REG property          2  Max Delay Datapath Only  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/dGDeqPtr_reg[4]/C  GetPutWithClocks_inst_mkConnectionWithClocks_synchronizer/sSyncReg1_reg[3]/D
  5  CDC-1   Critical  1-bit unknown CDC circuitry                         0  Max Delay Datapath Only  host_pcieHostTop_ep7/pcie_ep/inst/inst/user_reset_out_reg/C                  host_pcieHostTop_ep7/portalReset/reset_meta_reg/D
  6  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMA/CLK         memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[0]/D
  7  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMA_D1/CLK      memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[1]/D
  8  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMB/CLK         memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[2]/D
  9  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMB_D1/CLK      memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[3]/D
 10  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMC/CLK         memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[4]/D
 11  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_0_5/RAMC_D1/CLK      memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[5]/D
 12  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMA/CLK        memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[6]/D
 13  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMA_D1/CLK     memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[7]/D
 14  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMB/CLK        memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[8]/D
 15  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMB_D1/CLK     memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[9]/D
 16  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMC/CLK        memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[10]/D
 17  CDC-15  Warning   Clock enable controlled CDC structure detected      0  Max Delay Datapath Only  memCnx_1_0_readCnx_dataCnx_synchronizer/fifoMem_reg_0_7_6_11/RAMC_D1/CLK     memCnx_1_0_readCnx_dataCnx_synchronizer/dDoutReg_reg[11]/D
